店铺名称,联系电话,详细地址
集美阁美容皮肤管理,13712705593,榕城区建阳路108号怡东花园北侧商铺
蕾特恩揭阳?国际祛痘领跑品牌(揭阳店),13047006626,榕城区黄岐山大道与环市北路交叉口南70米路东（豪享来牛排旁）
美莲达美容养生馆(江南新城分店),0663-8613105,榕城区临江南路江南新城5期26号铺（近猎鹰游泳馆）
金蔓莎养生会所,0663-2288831,普宁市长春路与广达南路交叉口西50米路南（天安饭店斜对面）
今生有约接发烫染店,15014580299/18806631898,普宁市流沙大道东普宁商品城大门口肯德基对面
纤卫FA Show,15992592007,榕城区美阳路南三区陈氏鸭爪隔壁
时尚生活,13434919203,榕城区西马路54号
96impression,13144087022,普宁市南平路113号49栋（LZ花舍对面小巷进来）
KM潮牌造型沙龙,18312190886,揭东区联东北路70-71号（油站斜对面）
贝贝美甲,13729390513,普宁市环市北路万泰汇负一楼C45档（?品一号对面）
金华美容养生馆,0663-8212483,榕城区卢前路金叶花园侧门
蕾特恩揭阳?国际祛痘领跑品牌(东二路店),13047006626,榕城区东湖路西18-19号
粉黛女子生活馆,13822035998,揭东区金龙湾5幢B梯903（金叶大酒店对面）
爱师美美容美发连锁(东山店),13531908670,榕城区建阳路
美人秀美颜纤体,13202550297,普宁市新牡丹路口新盛泰投资对面路口（近智慧树幼儿园）
欢欢化妆品,18218233552/13822910002,普宁市流沙中河开发区红绿灯路口进来，第三条街立丰药业右100米
私人订制,0663-3878858,普宁市环城南路开心广场万泰城营销中心右侧
寻美美容美发,18718281480,揭东区路蓖新市场（中心大道）
爱尚美甲美容女子会馆,13687491484,普宁市流沙兰花广场南侧
雪姿肤美容美体,15875195916,榕城区锡场镇206国道旁金锡油站附近（香乐食品有限公司对面）
蕾特恩揭阳?国际祛痘领跑品牌(商品城店),13047006626,普宁市流沙大道东普宁国际商品城肯德基正对面
丝唯剪烫,15992515434,榕城区晓翠路
新创卓发型设计,13172819993,普宁市环城南路天天渔港对面农业银行往东200米（美乐购物对面）
朵美化妆美甲纹绣培训,15917995299,榕城区榕江一品祥园104（金帝双语幼儿园）
SOR专业祛痘国际连锁(人民医院店),18506660594,普宁市流沙大道东新光路人民医院西门左侧（普宁市人民医院）
V家日系美睫馆,18718288160,榕城区建阳路联泰花园一期麦当杰发廊隔壁（康德福和农村商业银行转角50米）
创100造型(金城旗舰店),0663-8611007,榕城区榕金城龙庭二期（建阳路南）
YZ美甲美睫美颜定制,13534522292,榕城区淡浦路
7z.studio琪子工作室,13828174408,榕城区美阳路三号路农业银行对面炭土鸡煲进来恒雅公寓九楼
蕾特恩揭阳?国际祛痘领跑品牌(普宁广场店),13047006626,普宁市环城北路普宁广场时代中心财富大厦c幢（汉堡王旁）
鸿康养生馆,13480301815,普宁市流沙大道美佳乐南行天佑汽车对面
痘院士专业祛痘皮肤管理(东山店),18125967966,榕城区马牙路与建阳路交口揭阳特美思酒店旁边红绿灯路口（富榕大厦对面）
WZ接发烫染工作室,15770753622/15728829971,普宁市广达北路时代中心银座21楼08室
清颜堂专业祛痘(中华新城直营店),0663-2229596,普宁市流沙大道西中华新城正门对面（中华新城大门对面）
蝶贝儿塑身美颜养生机构,0663-2818790,普宁市商品城西三街C19-20号
爱师美美容美发连锁(阳美店),15917226308,揭东区揭阳揭东区阳美路
米拉美颜,15914116327,普宁市万泰汇购物中心负一楼
悦龄肌肤管理中心,15112664984,普宁市流沙赤华北路兰花广场对面茶鲜堂隔壁悦龄肌肤管理中心
爱师美美容美发连锁(金三角店),13421178163,榕城区仙桥镇金三角工业区路口
镜面皮肤管理中心(金城君悦店),0663-8275328,榕城区建阳路金城君悦15号铺（面朝晓翠路）
名门化妆品店,13376519595,榕城区东环城路与进贤商业步行街交叉口西50米
弥乐,18718614334,榕城区步行街弥乐
涵曦生活馆,13798896542,揭东区梅秀街133号曲溪广场区熙岸尚城2期西侧商铺
童颜国际美容(东山店),13822011660,榕城区骏景花园108号商铺
MiLing美甲纹绣,18320578466,榕城区西马路75号
漫漫纹绣美甲美睫,15113777939/13128373819,普宁市新坛村文竹北路路口往北流新路口宏宜通讯隔壁
卡顿发艺,18607688586,揭东区市场北街
韦丹丹祛斑纹绣美容会所,13430058316,普宁市广达北路普宁广场时代中心财富大厦9楼
维娜美容养生会所,13646988731,榕城区卢前路二号路d区
lisa美甲美睫洗脸化妆,15018218317/15915665651,榕城区金手指路口进来100米处，雅轩花园对面（门店靠近金手指）
贵族美容美发,13617168718,普宁市环城北路格林豪泰酒店后面第五街贵族店
名格造型,18320519603,揭东区磐东镇富经桥村道华丽超市斜对面
悦颜皮肤管理中心,13729342248,榕城区淡浦路西侧路风潮小学右拐100米路西（榕江华府）
Duras?时尚美学(杜拉美学),13927028038/13828176881,榕城区同德路以西义和路北绿茵豪苑第12号商铺
佳慕祛痘皮肤管理连锁(御江南店),13509036675,揭东区揭东县揭东广场御江南23号铺
?沁女子私人会所,13927004745,榕城区淡浦路贵源豪湾商铺4号
亦美甲,15706632551,榕城区八号街头仁港幼儿园旁
女人堂养生护肤中心,0663-2132388/18822936778,普宁市广达北路世纪领寓楼下
潮舞荟连锁培训机构(东山旗舰店),15815102509,榕城区晓翠路和建阳路交叉口建阳幼儿园隔壁
丝域养发,0663-8883001/19903052001,榕城区揭阳榕城区东湖路
睿玑生活馆,13729398118,普宁市广达北路流沙御景城一期80号门店（近万泰汇、星河/时代中心）
清颜堂专业祛痘(普宁广场直营店),0663-2696788,普宁市（万泰汇）万泰金融中心旁御景城3期58号
发国 私人定制,18665524443,揭东区乔南村丹桂园18栋093室
首都文化,18607658184,榕城区榕建阳路锦绣花园
前卫(兰花店),0663-2299227,普宁市体育路流沙赵厝寮明华体育馆西侧9栋
仁港 纤韵瑜伽馆,13924446898,榕城区临江北路仁港商业街中段（原超一外语）
发现美(元春店),15016540073,惠来县惠南路128号
绣?甲轩(新亨店),15089369766,揭东区715乡道家家乐购物旁
羽颜 朵女郎品牌连锁二分店,13531951454,榕城区渔湖厚和郭红绿灯嘉盛华府楼下a06铺羽颜美容
赫拉国际皮肤管理,0663-2824399,普宁市环城南路万泰城东12-13号
姝秀SU造型(金润店),13202223390,榕城区临江北路金润公寓斜对面200米（头牌秀客养发馆）
SY尚颖,15627085521/13112196818,榕城区东一路中段延升花园商住楼10号
艺品服装美甲,13178785522,榕城区毓秀女人街十字路口
雅莱美容服务中心,18316724663,揭东区阳美路7天酒店向下50米（堵石坊隔壁）
a+m舞蹈艺术培训中心,13202218355,榕城区卢前美阳路48号
皇室美容养生会所,0663-8513318/13622733815,揭东区磐东街道乔南丹桂园29幢173号
梵C私人订制,15975231880,普宁市万泰汇负一楼入口右侧第四间（美食街EA7清吧对面）
明日之星美发店,18320509277,榕城区晓翠路(万景豪园门口往西50米左右（美宜佳）
YIDUOYUN一朵云,13166309110/13817151185,普宁市赤华北路万泰汇御景城3期38号（近御景3期西门，万泰汇维也纳酒店附近）
安琪整形美容科,0663-2976666,普宁市文竹南路嘉桦大酒店旁（新阳东大酒楼旁）
阳光美容美甲纹绣,13076511021,榕城区毓秀路女人街中段读者书店对面
美胸汇,13828491372/13829727413,普宁市新光路中信华府二幢104一105号
上海美容美发,15819623600,榕城区揭阳榕城区晓翠路
新起点化妆美甲美容,13822032110,揭东区霖磐镇769乡道五金城宝丰花园（韩式自助烤肉后巷）
童颜国际美容,13106938131,榕城区望江北路中联油站斜对面
华美美容,13729212640,榕城区新阳路与仁义路交叉口东行100米路北
美时美刻医美半永久美容美甲(普宁店),0663-2107058/16606632448,普宁市赤华北路盛世华庭C栋C座7号8号
银座美容美发会所,0663-6127212/13927096979,普宁市赤华北路
兵姐姐美容养生馆,13925652991,榕城区榕745乡道靠近星河艺术培训中心
三匠?SAN?私人美肤中心,13242265589/17880500400,榕城区进贤门大道进贤家园楼下12号铺（加油站隔壁的巷内）
可莱雅斑痘敏养生馆,13652966004,揭东区西二街26号
清颜堂专业祛痘(占陇直营店),0663-2671688,普宁市占陇镇吉祥里美佳乐超市门口斜对面
绣甲(江南店),13923564621,榕城区揭阳榕城区临江南路
窈窕爽美容养生馆,15915687980,普宁市环城南路尚堤中央二期9栋905号铺面
索尔祛痘国际连锁(揭阳旗舰店),16606660907,榕城区进贤门大道94号
魅力因子,13729328388,榕城区东山医院向东200米路南（富丽酒店旁）
御 肌肤光电管理中心,17665115222,榕城区仁义路
肌美肌美容养生馆,15016522224,榕城区榕城东湖路明珠帝苑一期B区7号店
魅力因子(沟口店),15915679211,榕城区新河路
水宜肌谜科技皮肤管理,13430037560,普宁市普宁商品城公寓楼一号门5楼
1号素颜会所,13822033512,榕城区榕城区建阳路
女舍养生会所,15218673328,普宁市流沙大道西龙苑新村10栋
Chen美甲美容美妆美睫,18822927644,普宁市赤华北路兰花广场南侧入口对面（兰花金公主附近）
魅睫馆,13434903214,榕城区广东省揭阳市榕城区联泰西一路
玛莎妮美容院(平湖店),13927052108,普宁市平湖路
晓美甲工作室,13927085928,普宁市流沙镇平湖商品街广湖园A栋晓门店（美佳乐对面 香港糖半甜 进来最后一间）
金顺盐蒸美容养生馆,18026001677/15016576088,普宁市茶市中路中段
赫拉美甲,15099831549,普宁市西五街29号普利诗斜对面30米
清颜堂专业祛痘(商品城直营店),0663-2976788,普宁市流沙大道（国际商品城）中国邮政储蓄银行正对面（华莱士旁）
琳琳法奈儿皮肤管理,13428328539,榕城区新光路涵华西路262号
印奈儿国际美甲连锁机构,18128310010,榕城区建阳路
SOR专业祛痘国际连锁(商品城店),18026702018,普宁市流沙大道东麦当劳斜对面
谦和国际(普宁广达店),0663-2663222,普宁市广达北路（天安饭店对面景润园方向）
草本润舍,17520613787,榕城区建阳路南三区11楼
X?J私人定制美学馆,13434922618,榕城区渔湖镇前街绿水湾楼下
爱师美美容美发连锁(梅云何厝店),13822069791,榕城区环市西路
爱师美美容美发连锁(玉都店),13729301950,揭东区揭阳揭东区阳美路
伊魅尔,13729411882,榕城区揭阳榕城区马牙路
蜗蜗快剪,13172803970,揭东区磐东街道阳美村建设银行直入50米
魅力因子(阳美店),18811896122,揭东区揭阳揭东区阳美路
倾城美容养生,15218699871,普宁市名鼠银行旁
花姑娘,13128377710/13760594981,揭东区十亩湖路乔南碧玉宛五幢门牌021（乐活小镇隔壁）
樱桃生活,0663-2220181/13005278447,普宁市南华路万泰金融中心御景城3期36号（御景城三期西门右边第二间）
指艺美甲坊,15766735572,揭东区西一街185号
爱师美美容美发连锁(名艺店),0663-8870444/13421148664,揭东区霖桂路供电营业厅南10米
美熊妈母婴会所,0663-2834099,普宁市环城北路大林路段
贞贞美甲,13434982376,榕城区女人街内十字路口往西九号（石部牛肉店附近）
新艺剪烫,13925638739,揭东区锡场镇新溪头路口前30米
芙莱美学(普宁舰店),13112188377,普宁市236省道万泰城南门第一间店面（农业银行）
薇瑜伽会馆,13430080555,榕城区晓翠路金城步行街后面金飞特健身二楼
丝域养发馆(中兴名郡店),0663-8250303,榕城区新河路中兴名郡14号铺
ZM皮肤管理工作室,18822903051,普宁市广达北路万泰汇大厦13楼1303房（点心传说内楼上）
夏纯美妆工作室,15915671007,揭东区金溪大道463号
美如初见,13417027572,榕城区建阳路新河村晓翠路东一区G栋102
轻颜美颜定制中心,13692761557,榕城区东一路新天地酒店西北侧（蒸蒸日膳对面）
童颜微美,13049239299,榕城区同德路金和?停车场对面
爱师美美容美发连锁(圩场店),15779791970,榕城区梅中路77号（松发文具对面）
人从众美容美体,13620271911,榕城区怡东花园北面111号铺（锦绣花园二期大门口对面人从众美容美体店）
头牌秀客植物养发馆(金润店),18927134117/15814900511,榕城区八号街头肯德基对面200米（榕宛小区旁康兴补品对面）
JS舞蹈国际连锁培训,13539260580,揭西县新河路6号
Lucky sister美肌工作室,13560736820,普宁市时代中心B栋王座1821（coco city 万泰汇 普宁广场）
ZH NIKO日式美甲美睫,13192934007,榕城区榕华街道同心路巷畔村大路东九巷一号巷畔永泰停车场对面（电视台大学斜对面）
Lady绣美甲工作室,18344127563,榕城区望江北路新兴下义工业区义兴自选斜对面巷子东行80米
美颜坊,15018236783/13828137680,榕城区渔湖镇环市东路江夏综合市场左侧（福荣茶行隔壁）
苗医生专业祛痘祛斑,0663-2181158,普宁市流沙大道南平路路口（大赢家酒店对面）
美道皮肤管理中心,13421115768/13539299896,普宁市占陇镇324国道美佳乐后
KCR美甲纹绣店,13202236610,榕城区椟松路5-4号
喵喵美妆,13715865877,"榕城区榕华大道75号（东方康宁美食广场一楼,必胜客隔壁）"
爱卉妮丝.专业有机护肤,13430031135/13620292421,普宁市尚堤?中央（尚堤中央一期，立丰药业旁路口直入50米，爱卉妮丝专业有机护肤。）
橙橙婷 美甲美睫纹绣,17876086136,榕城区女人街后段20号
初心匠品,13480332651,普宁市引榕东路明珠花园初心匠品
思雅,18320564618,榕城区美阳路佳仕苑E4栋
渲美,13380577975,榕城区美阳路玉浦新区E4栋
苹果专业美容纹绣,13729459930,榕城区卢前路金凤阳光花园B11
??造型,0663-3393668/13421166579,揭东区桂岭镇桂岭中学往下200米（海龙电器斜对面）
丽君美容养生,15889129770,惠来县葵和大道72号
名店造型工作室,13129387277,揭东区锡中翻新桥头（千色服饰对面）
华翎舞蹈国际连锁(东山校区),15219608888/13128381111,榕城区晓翠路
甲艺美甲美睫,13531978288,榕城区榕华大道毓秀女人街毓秀西小区
绣美坊,13076541474,榕城区进安街十二巷4号
名人美丽世界,18733968883,普宁市新河东路玉环里63栋北往南一至五间（新河东路五豆坊隔壁）
Dr?ACNE痘院长国际祛痘连锁(揭阳旗舰店),18026039387,榕城区东山美阳路东红绿灯路口斜对面（揭阳泌尿外科医院）
HelloBody享瘦,0663-2982333,普宁市南华路御景三期147号
蔡氏纹绣,13822855695,榕城区炮台镇综合市场西街146号（服装城一排62号对面）
纤艺,13828176561,榕城区梅兜路27号
伊维诺,15917974945,榕城区金润帝豪湾公寓
香港磁立瘦((揭阳旗舰店)),18200912953,榕城区空港区炮台镇明珠华庭37号
Su日式美甲美睫沙龙,18666306544,榕城区建阳路玉浦新区F20栋第二间铺面2楼（凯悦电脑对面）
Abby私人定制,18318353475,榕城区揭阳东兴街道玉浦社区红十字医院后面玉浦新区C1栋左起第十二间首层
凯丽尚美容养生馆,13729423990,惠来县慈云医院侧东华路88号（慈云医生东华宾馆后面）
丽雅de美容养生熏灸馆,13822981006,普宁市环城北路普宁广场正对面中国移动八楼
非凡烫染,13822040576,普宁市溪尾建设银行旁巷子直进50米（通向南园二桥）
怪小姐美甲,13502691620,榕城区榕毓秀路与进贤门大道交叉口北150米
碧尚美时尚养生机构,18718466818/18026067555,榕城区揭阳榕城区榕城区建阳路南豪峰商务宾馆右侧
名媛汇,13580285809,揭东区城西金溪大道南方电网对面
Hair 接发染发,13415184149,榕城区建阳路广百百货和丰国际酒店2009室
哈娜皮肤管理中心,13005264776,榕城区建阳路五福园1号
东曼,13417615411,榕城区仙桥街道德贤路镇前街朝阳幼儿园对面（南方电网）
威造型,13076559441,榕城区同德路9号
D?M工作室,18822922069/17520602910,揭东区乔南玉器中心南侧汇和公寓1203
潮舞荟连锁培训机构(榕城进贤门店),13902758883,榕城区进贤门大道榕华大道75号星宇手机卖场5楼
潮舞荟舞蹈连锁培训机构(普宁旗舰店),13927020991,普宁市普宁广场正对面实力派大门进去电梯5楼
韩艺馆,13112106168,榕城区临江北路72号
仰颜阁,17818021021,榕城区榕华大道
妃婵?,18666329798,榕城区揭阳榕城区新河新前围新区13号楼106号妃婵?
魔发丝初心造型(渔湖旗舰店),15819599960,榕城区榕十一路与渔中路交叉口东北50米
?莉莎美容会所,15975106388/17875117222,揭东区335省道五金市场A101号（小英童装后面）
华翎舞蹈国际连锁(阳美校区),13543940111,揭东区阳美路
CJH工作室,13610032205,普宁市普宁流沙中华新城正门进在左手边第二条街（糖半甜店直入20米妥妥D隔壁）
时尚生活美甲美睫培训机构,13434919203/18026098192,揭东区锡场镇锡中安路口欢都购物对面
Bi Nail美甲工作室,13531969818,榕城区莲花大道新发艺巷子进来左转
美甲美容,18368833119,普宁市占陇镇翠南路吉祥里D区23号美甲美睫（老牛书店旁）
国际J.D流行舞连锁培训机构,13695149505,普宁市流沙大道东国际商品城建设银行楼上
韩颜皙美容体验店,13695137776,普宁市流沙南街道后坛社区金田路五幢101号（后坛学校旁）
明珠烫染,18607654004,普宁市南山村委会对面（骏都酒店隔壁）
蝶美膜力小铺,18718628692,揭东区十亩湖路164号（聚宝行宝马奔驰专修店旁）
动感造型,15813534214,揭东区竹山路3号埔田医院旁
fairy仙女?坊,17665459230,惠来县蓬莱一街b区
中医理疗,15302523439,普宁市玉华南路17号
Cyoga?C瑜舞艺(锡场店),13413921125,揭东区206国道锡场开发区综合市场4巷1栋201
SOO韩国秀皮肤管理中心,0663-8608606/15659875888,榕城区揭阳榕城区临江南路
Babyna House美容美甲,13480318366,普宁市流沙大道东尚东步行街5-102号
枫叶美发店,17612129503,普宁市桂浣路
DS 黛丝私人订制,18718628685,普宁市流沙大道国际商品城5楼（肯德基后面）
富兰客林养肤馆,13925606567/13670560188,榕城区天福东路凤港公寓1号（榕城区妇幼保健院）
维纳斯形象美颜馆,13925613589,揭东区乔林乡乔华路良园药店对面
恩刺青纹身(榕城店),13418513647,榕城区店马路11号
TIZILAN 缇姿兰台湾减脂抗衰中心,18903088772,普宁市新河东路丽江骏景
优米,13822977751,榕城区西马路中段石狮桥
佳尚美容生活馆,13925678936/13580233733,普宁市普宁流沙西街道前蔡村牧人书店旁右转73栋10号
卡门美业(池尾店),0663-8167307/18312320338,普宁市贵湖路106-109号（池尾农业银行）
雪泥,15627088525,榕城区韩祠路9号
sama yoga瑜伽源,18022580000/13016691811,榕城区二号路万景豪园大厅一楼左侧（作家书店）
大富豪剪烫,18675890488,榕城区榕东街道炉头村湖心路26号
美佳美甲,15915842131,榕城区揭阳凤东路64号
可可美妆,15171538578,普宁市流沙天天渔港往大南山方向牡丹K?V对面可可美妆
ld锦绣纹饰,15975148617,惠来县惠城镇英内管区教育路31号（司法局旁边）
甲妆爱美甲化妆师,13417689016,榕城区渔中路4号（渔湖填前街佳兴商场后面）
朵唯美甲,13421175089,榕城区西马路北市小学斜对面（樱饰品隔壁）
美一格美容中心,15766124931/18925648411,榕城区湖心路97号
美颜坊,13601141038,榕城区二号街美颜坊
艾米工作室,13480349022,揭东区阳美路育星幼儿园西150米
名师名剪连锁机构,18666303626,揭东区磐东路
原创美甲,18822922323,揭东区开发区中心市场
艺沙龙私人定制,13620285175,榕城区梅二路附近奎地路段（361隔壁）
尚雅纤体美容,18029963199,普宁市中华新城美佳乐
奈思美甲美睫,18576482274,普宁市平湖村广南庄西8幢首层西起第四间（即二中操场8090对面）
艺馨美甲馆,13430000185,榕城区玉浦7村小园艺大道佳诚新旧电器买卖对面
M.花颜,13687491484,普宁市赤华北路新兰花广场
宝蒂美容养生,13434991235,榕城区福东路6号
Cyoga?C瑜伽小班舍(榕城店),13413921125,榕城区望江北路167号
TN腾美美发店,13480323313,普宁市灰新路
魅力女人,13682778207/13414828470,揭东区龙港路与广安路交叉口西50米路北
黛妍美妆美甲,13923548874/13902760320,榕城区榕城梅云镇圩场路好美佳商场后面
多源美妆美甲,15219372599,榕城区梅中路
J&Z美甲美妆,15819563114/13352738443,榕城区黄岐山大道华诚花园二期大门旁
纹艺轩美容美甲纹绣,15975228171,榕城区西头新村一栋五号铺
美的人生美容养生会所,0663-8240688,榕城区榕金润?帝豪湾商务公寓6楼
蝶美膜力小铺,13922152461,榕城区综合市场西街
阿莫,15183781932,普宁市光平路21号（前蔡大队斜对面）
一起美甲服饰,13037678822,惠来县金银岛二楼10号店
Nice 耐斯沙龙,15016577041,榕城区炮台镇新光路23号
芝芝纹艺,13580159011,榕城区东兴街道仁义路卢前新村c10栋140-141
集雅化妆品店,18806632238/18806632255,普宁市百里桥商场三街138号（百里桥商场三街华龙超市）
梅云潮下现代美二楼专业女性养护,15018228228,榕城区环市西路9号
秀妍女人馆,18127093839,揭西县绿源电动车巷秀妍女人馆
欧尚造型,13682731833,榕城区揭阳榕城区渔湖镇新路村
定制美甲,15889192477,揭东区揭阳揭东区龙港路
美甲纹秀(美妆工作室),13580250825,榕城区榕东梅兜社区进贤门大道东门大道东门直街118号之501（榕东中学）
如果美妆,18824448383,普宁市南园金怡景4栋第五个铺面
美森私人定制,18475104708,揭西县兴达超市第二条街
木子美容美甲工作室,18320035340,揭西县农化路3巷8号铺（东风小学）
Ada化妆美甲工作室,18718467063,榕城区钟厝洋村实力派美发北80米
俪美快巴,0663-8630668,榕城区东山街道马牙路特美思首层号西（二奶街中段）
万指千红,18666329822/18666319062,榕城区榕向阳幼儿园西南50米（卢前路东）
欣美妮,13682762916,榕城区进贤门大道91号（帝舵酒店）
艺姿美学美甲美容皮肤管理,18312816002,普宁市白沙陇铁门龙苑大门进来第二条街右手边第五间（流沙大道旁）
妆美人私人订制,15625658068,榕城区玉蒲新村F1栋（玉蒲汇康大药房斜对面）
LadyMouss,13651416072,榕城区进贤门大道
M2美甲店,15016578999,榕城区二号路文丰玻璃
榛子树童屋,13531911385,揭东区产业园区城西村五金市场北侧
甲甲好,18475104645,揭西县棉湖镇湖西十二米育才幼儿园附近
云儿丽人馆,13433374849,榕城区进安街港?新区西十二巷12号
旋旋私人订制,13822072003,揭西县湖西路
U7?美甲美睫工作室,13580154650,榕城区揭阳仙桥镇古溪镇前街大冰小匠隔壁U7?STUDIO
38°女人,0663-8790151/15813507855,榕城区榕东街道梅兜村梅兜市场对面
国际美人制造,18320528101,榕城区美阳路向阳幼儿园（即川崎电讯对面）
沙巴克造型私人订制,15766731211,惠来县隆青路200号二楼隆江十字路口往蛟边方向100米
nice美甲美妆花艺,13925656526,榕城区炮台镇新寨四村永安里一行6号
艾米纹绣美睫工作室,13592946922,榕城区玉浦新区B3栋
莎丽嫣皮肤管理中心,15915678832,普宁市环城北路
丹青刺道,17796200930,榕城区榕江一品
思埠之家,13543976565,揭东区揭阳揭东区埔田镇埔田卫生院附近
Q丽美容养生馆,13543973220,揭东区埔田镇114县道埔田中学旁
玲玲工作室,13612431296,揭西县金和镇金新村委涂寨村玲玲工作室
和十国际养生馆,13417654660,普宁市后坛社区幼儿园西侧（名城酒店北行150米）
凤凰城步行街瑞倪维儿女士美容,13760590968,揭西县特美思大道66号
清清国际钢管舞培训,13288561856,普宁市普宁国际商品城尚东步行街三楼清清舞蹈
I  LOVE  MY  PEOPLE,13534516857,榕城区光裕路服装城商住楼二行30-31号
爱晓来美容美体养生馆,0663-2371413,普宁市324国道0005号
流沙汇润幸福里二楼,13822036039,普宁市汇润幸福里二楼
uin韩国半永久美妆纹绣,15992519922,榕城区晓翠路东一区G栋102号
金芝瑜伽优生活馆,0663-2998855,普宁市大南山街道新达强电器城5楼
美的人生美容养生花园会所,0663-8629332,榕城区东二路江南新城五期
馨灵瑜伽馆,15014488942,榕城区进贤门大道81号
美妍美妆化妆品全国连锁,15018248020,揭西县农化路15号美妍美妆化妆品店（张家围路口家家乐）
素颜美中药美容连锁,15915606178,榕城区马牙海关后面卢前市场白塔集资楼后栋203室
Aangela半永久定妆眉毛美瞳线,13802312832,揭东区盘东镇肇沟万家兴购物对面
城西西一街萌孩指,18825690885,揭东区西一街142-144号
雅萱美妆(埔田店),15218672666,揭东区埔田镇湖下村路边围19号
iF-919美甲,13580245383,榕城区女人街横路iF-919
慕丝美丽生活空间,13651416072,榕城区进贤门毓秀路女人街
佳人瑜伽馆,15915697126,榕城区望江北路青松大厦西100米
甲壳虫美甲美睫纹绣,13500166201,榕城区榕华大道
水莲花美胸汇,18666306019,榕城区临江北路金城二期正门对面
曼小姐美??,15018246967,榕城区临江北路36号附近
芳香世家美容,15915515929,普宁市流沙南街道万泰城东对面泗竹埔24米路「国妆集团-芳香世家皮肤管理」
木夏美容SPA生活会馆,13501436168,揭东区锡场镇锡中村上围36号
梵悦瑜伽,13822036817,榕城区炮台竞智南路潮流前线三楼(中国移动斜对面)
h&b美容养生馆,15914936131,揭东区乔南玉器市场玉德苑9幢050号（乔南乐活小镇斜对面）
富康专业烫染店(南径镇东门村店),17520612000,普宁市南径镇新兴路明德中学路口旁边
初心美甲美睫纹绣,13413942506,榕城区晓翠路
伊丽莎白美容,13760564004,普宁市新河西路
纯美人,13417627396,榕城区进安街93号
DJ造型,15625670503,榕城区渔湖镇塘埔村北区工业园对面
恒亮8号眼镜,0663-2415525/18007649035,普宁市国际商品城流沙大道东第一排商铺建设银行旁
高登眼镜(流沙大道店),0663-2278216,普宁市流沙大道西粤东宾馆对面（普宁市离退休职工管理服务委员会南）
花开富贵,18300111131/18211588858,榕城区美阳路3号（中国农业银行斜对面）
玉玉花店,13822918832,普宁市新河东路东丽江骏景北50米
森林海花店,0663-8366644/13434954011,普宁市广达南路美佳乐广场立丰药业隔壁
明博眼镜,0663-8604626/17722181070,榕城区东环城路中兴园良康医药左侧
大众眼镜(仁义路分店),0663-8238795,榕城区仁义路农村商业银行南侧隔壁（农村信用银行旁）
玫瑰之约(心意花店),0663-8392773/13592936129,揭东区曲溪城西西三路
浪漫花语鲜花店(东山店),13670576828,榕城区仁义路435号
花韵坊鲜花店,13751672366,普宁市流沙大道龙苑新村27栋白沙陇铁门中国移动对面（白沙陇甜汤横街中国铁通对面）
一枝花,15089390048/18588686080,榕城区3号路卢前B1幢24号（卢前市场斜对面）
可视手机品牌店(金城店),0663-8668345,榕城区榕东升街道建阳路金城龙庭二期
雅钛眼镜,0663-2493111,普宁市南华路纺织品北园7栋16号
唯诉花店,13828174290/13903083481,榕城区晓翠路新河东一区J栋115号（新翠苑）
爱之裳鲜花(仁义路店),400-969-1299,榕城区仁义路与美阳路交口东行100米路南
左花1289店,0663-2288840,普宁市流沙大道西189号广达红绿灯路口广达花店（白菜肠粉隔壁）
爱花居鲜花店(桥北1278店),400-051-8210,普宁市流沙镇侨北2路三小门口西侧第2间
珍爱鲜花连锁(天福路店),400-623-1316,榕城区天福路南路新区2座135号
奥马眼镜(揭东店),0663-8667809,揭东区揭东大道与金凤路交汇处中国工商银行对面
梅香花屋,0663-2239269/13380577259,普宁市赤华北路与长春路交叉口东南角
榕芳坊花店,0663-8266068/13925610777,榕城区黄岐山大道西重庆香满楼斜对面
又一枝花花艺设计,15089390048/15015539878,榕城区望江北路东湖公园对面
林艺花店,15975212379/13687467034,普宁市324国道占陇镇广汕公路占杨路段（杨继昌眼科斜对面）
皓亮眼镜,0663-3855779,普宁市流沙南平路平湖桥头原老法院旁
可视通讯(御景店),0663-8276488,榕城区乐万邦东门对面(现代牙科隔壁)
浪漫花语(渔湖店),13670576828,榕城区综合中等专业学校
奥马眼镜(进贤门店),0663-8665815,榕城区榕新兴北路与进贤门大道交叉口西100米
广达鲜花店,0663-2288840/13927050929,普宁市广达北路与流沙大道西交叉口西行40米路北
浪漫契约鲜花(揭阳分店),18606505350,榕城区美阳路金凤阳光花园1栋
花品汇鲜花店,13631590056,普宁市白沙陇村龙苑新村10栋首层东起第12间
喜洋洋花店,13413985845,普宁市赤华北路流沙纺织园13幢（盛世华庭东区盛庭网咖对面）
庭香花艺,18200912910,榕城区人家头村美阳路一幢8号
浪漫契约鲜花(普宁分店),18657171669,普宁市侨北二路29-1号（流沙第三小学）
爱花居鲜花店(大德路2118店),400-051-8210,普宁市流沙南街道里宅社区大德路东才德楼
奥马眼镜(西苑店),0663-8661166,榕城区西苑小区49号临街商铺（小区门口）
梵园花艺,13728697014/13828780383,普宁市环城南路58号（南山伯公）
爱花居,13592921281,揭东区金溪大道春晖幼儿园斜对面
花里?花艺工作室,13430087043,榕城区美阳路
花为美鲜花(普宁市玉玉花店),13822918832,普宁市流沙镇新河东路丽江骏景
文亮眼镜,13652971384,普宁市南华路南苑新村41栋
