店铺名称,联系电话,详细地址
MogaSalon?艺人帮形象设计管理中心(先天下店),0311-66665131,长安区中山东路与育才街交叉口西北角（北国先天下对面艺人帮（进门上二楼））
3M三梦定妆(万达店),13313213799,裕华区万达商场三号门北侧1号公寓28楼-2816号步行街商场3号门
春天发艺,0311-87243009/13722990527,长安区中山东路建华大街交口西行150米路北
曼妙美颜纤体理疗生活馆,13932199608/15717688327,新华区民族路华强广场E座1411号（新百广场）
美生堂(海悦天地店),0311-87876870,桥西区裕华路与中华大街交叉口海悦天地B座801室
TBG专业美发?李涛皓悦造型,0311-82072828/13931898880,桥西区中山路与大经街交口乐汇城对面（中山华府商务楼A座9楼902室，）
韩尚造型,13739790488,桥西区三简路8号（保健品城大门口南侧）
吉米造型(星河盛世店),13393313351,长安区建华北大街与北宋路交叉口星河盛世底商1-107号
紫尚造型(水榭花都店),13014388726,开发区闽江道与封龙大街交叉口紫睿天和西门斜对面灵度私人订制（北国超市）
Miss美颜美甲半永久定妆工作室,18332137676,桥西区乐活大厦A座1603
珂蓝美容养生馆,15830669086/17731198816,桥西区红旗大街与汇丰路交口西美花城4号楼B座1405室（鑫沃健身北侧院内）
AR造型(西美花街总店),17333920226/15027798576,桥西区红旗大街汇丰路东北角西美花城A座2903    鑫沃健身右边小区门口进
鼎尚新风美发沙龙(四中路店),0311-86088681/15031187479,桥西区建设大街四中路西行300米路南
吴桥亚琳造型(东胜广场店),15032102769,长安区中山东路与谈固大街嘉和广场3号楼22层（东胜广场对面）
丽人美发(谈东店),0311-66567603,裕华区槐安路与谈固东街交口南行150米路东
雅芳亚美容会馆(丽迪亚店),0311-66186518/17360719607,长安区建设北大街燕华大厦6楼（近北国商场）
进巍美甲美睫,17733295534/19933161759,桥西区前进街2070号
御珍堂减肥塑型经络理疗连锁机构,0311-85559586/18603218199,裕华区建设南大街与龙腾路交叉口东行150米（孙村长宏锦园一区南门底商）
Alan艾伦美发工作室,15732132125/17732137544,桥西区红旗大街与汇丰路交口西美花街1号公寓11楼1103室（近汇丰路北国超市）
精剪造型(心海假日店),15373808577,裕华区长江大道与珠峰大街交口心海假日酒店11号楼底商
星期天美甲美睫,13303215090/13373418969,桥西区红旗大街与汇丰路交叉口西美花街1号公寓1603
妹家MEGA(北国怀特店),13191852920,裕华区育才街265号怀特国际商城北国超市B1外卖区（旧怀特）
艾米?Amy问题性皮肤管理中心,15383115170,桥西区中山东路乐汇城肯德基旁边A座2单元1513
女人花美甲美睫(东胜店),15027786125,长安区中山东路东胜广场C座9楼902
万人迷美发时尚烫染,18031842366,长安区谈固东街中山路交口北行150米路东
Ace造型(北国店),13061889896,桥西区北国商城后面休门街与北人字街交叉口东行150米蓝拓商务底商（北国商城R2酒吧后面）
巴黎春天美发沙龙(万象天成店),0311-66600589,桥西区裕华西路15号万象天成3层
艾琳纹绣美甲美睫培训工作室,13303113868,新华区联盟路水上公园益元百货宏基商城西01底商（张家口银行南侧）
幻彩美甲(益友店),15932683774,桥西区裕华西路益友购物中心乐活大厦A座0911室
咪咕造型,18034568950,长安区乐汇城商场三楼惊喜实验室内（转盘旁A座上楼）16楼1607室（乐汇城商场三楼惊喜实验室转盘旁上楼）
U.MEIR优美尔美甲美睫(西美花街分店),18712947147/19931163027,桥西区汇丰路西美花街一号公寓12楼1202（西美3号门往西啵啵鱼左手边一号门按1202#）
猫大人美甲化妆工作室,15633885200,桥西区汇丰路8号西美花街2号公寓1101
美尚美容美体会所,13483695049/15100102831,新华区中山西路81号品汇广场4楼4B028室
尚品美发沙龙私享空间,0311-86909891/18831225220,裕华区建华南大街与槐岭路交叉口西北角132-12（万达二号门北侧）
蕾特恩专业祛痘国际连锁(万达店),0311-83117116/15081873293,裕华区万达步行街与槐岭路交叉口西行50米路南（万达住宅B1南区南门对面）
苗老祖专业祛痘,13363875790/13931860587,长安区中山东路581号瑞城B-1号楼南侧底商0112（嘉禾广场）
御珍堂养生减肥连锁机构(益庄广场暑期大促店),18603273631,长安区胜利北大街389号益庄广场（北国超市益庄店北邻）
ACE美甲美睫(万达广场店),18032114575/15081809080,裕华区槐安东路万达一号公寓2021
妙生堂健康管理咨询中心,0311-66567877/15511656655,桥西区汇丰路25号西美花城5-2-103
御珍堂养生减肥连锁机构(水上公园暑期大促店),18603273631,新华区友谊北大街与联盟路交口中远大厦
Meet?U蜜友高级皮肤管理中心,17798057520,裕华区长江大道13号春龙大厦609室（天山海世界长江店北国超市）
adela日式美甲美睫皮肤管理,15200019235,裕华区槐安东路万达广场1号公寓2012室（万达步行街三号门旁）
百姿美容美体养生会所(城角街店),18932939662,桥西区城角街649号
MK美甲美睫半永久(勒泰店),15227866360/17734553775,桥西区中山东路如意大厦1908室（勒泰对面）
雅柚Y?Hut美睫美甲,18233162657/15132156700,裕华区建华南大街万达广场3号公寓2716
LZ造型 ?hello闺蜜美发美甲美睫馆,15383903205/15511465881,长安区胜利北街财富天下1-2-801（紧邻北国益庄商城）
凋焯刺青,18532161024,裕华区万达广场步行街与槐岭路交口北行10米路西二楼
雅芳亚美容会馆(信诚店),0311-66186518/17360719607,新华区友谊北大街351号省出版局对过信诚大厦（水上公园）
?菲儿国际美容瘦身中心,15076308371,长安区跃进路79号尊园小区沿街商铺中国移动二楼（建华大街与跃进路交西北角西沿150米二楼（尊园小区南门西行50米））
恒美美容养生会所,15931395871/15833966877,裕华区槐岭路万达广场b2南区4号楼2单元1602室
纤纤彩妆美甲,0311-80790972/13931146152,新华区中山西路天元名品3楼1室期边12号
408日式の美甲美睫,17330028817,裕华区槐安东路万达步行街1号公寓2209号（步行街3号门北侧）
娇娇美甲,15230113486,长安区中山东路439号建华100货大楼1层（09:00-20:00）
88潮牌美发连锁(正定金河店),0311-88257377,正定县华安西路金河国际商务A座7楼713室
香薇妮丝女子减肥院,15933626817,裕华区翟营南大街与塔康路交叉口好利来神兴店往东100米
花之吻SPA会馆(金世界店),0311-87030239,桥西区自强路与南小街交口南行50米路西（金智大厦三楼）
"你好,闺蜜美甲美睫",13731129885/13731163558,桥西区滨江商务大厦B座820室（勒泰斜对面 北人字街休门街交叉口 大洋百货）
闺蜜美甲美睫半永久工作室,17798083992,新华区民族路华强E座1326室
瑞倪维儿女子馆美甲美睫,13032665207/13785158892,长安区丰收路与沿西街口东行100米路北瑞倪维儿女子馆美甲美睫
709美甲美睫韩式半永久工作室,15103198641/13633211605,裕华区建华南大街168号万达广场4号公寓709室（万达一号门）
MC BOTTAGA美缇嘉智能美肤生活馆(万象城店),0311-66178314/18533159330,桥西区中山西路与中华大街交口东南角华润万象城6楼L623号
李氏专业瘦身(万达总店),15350799391/13223480415,裕华区万达广场三号公寓2710
爱?美睫美甲半永久,15373902676,桥西区中山西路北国西兴超市对过悦享天地A座1332室（帕克酒店旁边售楼部口上13楼）
静溪瑜伽会馆(维明店),15733191927/13833182416,桥西区维明南大街与新石南路交叉口南行100米中京国际1922室-1926室
古川造型(汇华店),0311-85190500,桥西区红旗大街与新石南路交口南行100米路东汇华学院西门南侧
七颜皮肤管理中心,17778256066,裕华区方文路众美海棠苑
私家甲艺美甲沙龙,18931987550,新华区泰华街与新华路交口西行200米路北盛世天骄11-1-402正门左手边第二栋楼
金凯美容美发,15633676368,长安区广安大街与谈北路交口东行150米路北
悦美工作室,18633811610,栾城区中心城区兴安街89号福美国际A区13楼1单元102室
MG魔术造型明星店(石家庄总店),17332375363/15533955363,桥西区红旗大街汇丰路口西行300米路南西美花街花街巷西首（西美汇丰路地下停车场入口南行50米）
娇诗尼亚经络减肥肩颈调理美容spa(乐汇城店),13833124194,桥西区中山东路与大经街交口城市中坚公馆905室（乐汇城斜对面）
乔伊斯造型,15233650920,桥西区西美花街2号公寓1701
艾菲雅时尚造型,18731166684,近郊获鹿镇向阳大街西部峰景2号楼底商
妹家MEGA(北国益友店),18630181315/13503291202,桥西区裕华路友谊大街益友购物中心B1超市服务台对面（益友百货）
瑞亚皮肤管理(北国燕华店),0311-68033844/18103314656,长安区中山东路燕华大厦1201（近北国商城）
指为你美甲,13230124647,栾城区中心城区新开大街与大桥路交口北行200米路东（六六福珠宝店内）
NINA美甲美睫,13303032265/18133812527,裕华区槐安东路万达2楼西西里小镇
皇后烫染美发会所,0311-84311444/13273171110,晋州市东兴街晋州司法局北行150米路西
伊靖丽芳经络调理减肥养生连锁(东胜店),19931154143/19933114143,长安区谈固西街与中山东路交口嘉和城5号楼2单元602
M?J美甲美睫工作室,13733214205/13313110918,桥西区中山路休门街如意大厦1814室（勒泰中心）
古艺私人订制美发工作室,13933178077/13730468432,桥西区休门街与北人字街交叉口西北角滨江商务大厦B座2507室
伊靖丽芳经络调理减肥养生连锁(益友店),17330007140,桥西区槐安西路与西里街交叉口翰林观天下10号楼1-201室（东门左手边）
贝蒂美容美体SPA会所(先天下广场店),0311-85936261/15931138613,长安区中山东路326号先天下广场3层（先天下3楼东南角百丽鞋对面）
Fashion Girl发型定制,15131444544/18230112059,裕华区裕翔街河北师范大学东门百年缤纷地下商业街97-98号
居闲美发店,18633929783,新华区联盟路高中街与高华路交叉口西行100米高柱新村东区（鹏楠烟酒正对面）
优?nice皮肤管理中心,0311-85042048/16631131419,桥西区汇丰路西美花街2号公寓1602（西美花街3号门）
妹家MEGA(新百广场店),18032056038,新华区中山西路139号新百广场B2超市服务台处（万象城）
靓丽密码美容美体,0311-80875759,裕华区翟营大街空中花园4-3-3212
纤美姿,15032122527,正定县小商品步行街中段6108-2号
美生堂(万达分店),0311-87611115/87611119,裕华区建华大街与槐岭路交叉口西行20米路北
莉蒂娅美颜研究室,15354317954,长安区勒泰中心五楼UME影院对面
领秀国际半永久纹眉纹绣专门店(勒泰店),19931177796,桥西区中山东路与建设大街交叉口勒泰对面杭州丝绸后边华锦大厦2407（北国商城西侧、勒泰中心对面）
Baby美甲美睫工作室(嘉禾城店),18032856334/13731109004,长安区谈固西街嘉禾城6号楼4单元1203室（嘉和广场）
梦梵尼美业直营连锁(东马路店),0311-85045606,桥西区东马路天滋嘉鲤小区南门人行门（东马路北）
千予美甲,18032443130/18131169757,桥西区新石中路欧景园南门西行底商
东森美发会所,18031938205,桥西区裕华西路与城角街交口东行50米路南乡土居后门三楼302室（近益友百货）
王妃造型(北国店),0311-66556999,长安区中山东路133号如意大厦一楼大堂（老酒川菜坊旁）
糖果Candy美甲美睫,17367705383/18435902028,桥西区红旗大街与汇丰路交口西行200米西美花街2号公寓1705
施华蔻美发连锁(西美五洲鑫科广场店),17778811595,裕华区谈固南大街和槐安东路交口西行100米路南鑫科国际广场A座1011室（西美五洲）
伊靖丽芳经络理疗减肥养生连锁(万达店),15076187922,裕华区建华大街与槐岭路交叉口万达B2南区3号楼1单元1203
Amor爱慕美发沙龙,17731189452,桥西区维明南大街槐安路南行恒大华府东门北侧底商
梓瑜?梓墨美甲美睫半永久工作室,13933111055,裕华区建华南大街万达广场B2北区6号楼一单元1103
Missha谜尚半永久妆容管理,18931878923,长安区中山路与谈固大街交叉口瑞城B区1-2-803号（1号线地铁口）
美奇丝私人定制(朝阳路店),15727668561,晋州市朝阳路蓝天幼儿园西侧
造型师卢邻(资生堂店),0311-85580076,长安区中山东路456号正阳城市广场A座1612室
AW唤醒美甲美睫半永久工作室,15613308331,桥西区裕华西路与友谊大街交口益友百货写字楼A座1306室
蜜蜡修眉教主,15633561116/18533255969,长安区北国东尚西塔15-03（北国优客城市奥莱）
小霖美甲,13171578890,裕华区裕翔街河北师范大学新校区东门观和国际酒店负一层
艾尚美丽经络减肥美容瘦身会所(汇华学院店),13333387353,桥西区红旗大街新石南路交口东行五十米路北师大家属院东区6-1-202（汇华学院）
伊靖丽芳经络调理减肥养生连锁(空中花园店),18233114643,裕华区翟营大街与塔北路交叉口空中花园停车场西南角底商2-1-02铺（OBOI二楼）
GL爵士街舞韩舞工作室,13081121085/13081121085,裕华区槐安东路万达广场4号公寓1204
红牌理?馆,16631119233,桥西区休门街如意大厦1622
绿色口红(联盟分店),0311-85335525,新华区友谊北大街与北城路交汇信诚大厦底商（省新闻出版社对面）
京妍医疗美容,17778802283,长安区中山东路118号
白雪公主美甲店,15373113630,正定县华安西路万佳丽都对过好莱坞主题快捷酒店二楼（转盘往西100米路南）
Fairy room?仙女屋美甲美睫工作室,15373680112,裕华区万达三号公寓1522
美神形象设计美发沙龙(谈固店),0311-82069691,长安区和平路与谈固东街交口南行200米路西（紫鑫苑小区，瑞府对过）
兰姿皮肤管理中心,13722988991,桥西区槐安路与红旗大街交口西北角翰林观天下2期9号楼1602
维多娜时尚造型(东购店),0311-87891222,桥西区中山西路与南花园步行街交叉口南行50米街西(近东购)
梵玛西皮肤管理中心,15350569955/15533633722,长安区中山东路东胜广场B座2302
东盛艺美瘦身美容会所(谈固店),0311-86905165/18603318535,长安区翟营大街中山路交口东南角东胜广场A座1501室（谈固站正对面）
金妲莱半永久,15511612925,新华区民族路华强广场E座919室
康美特美发美容生活馆(谈固店),0311-83504537/13363895338,长安区北宋路金山街交叉口西行20米路南
伊靖丽芳经络理疗减肥养生连锁(怀特店),18133106567,裕华区富强大街槐底村2区15号楼（聚星城楼上）
MJ美肌皮肤管理中心,15100186899,桥西区石家庄槐安西路天水丽城小区旁鼎绣发型设计二楼
M-Crew 舞蹈培训中心,15032146230,裕华区西美五州大厦810室槐安路雅清街交叉口
Me & pretty 韩式半永久纹绣,15630158118,桥西区中山东路11号乐汇城A座二单元1016
欧尚造型(空中花园店),0311-80979519,裕华区翟营南大街东方明珠新天元名品1-1-12a（西邻中国工商银行）
UNIQUE Hair优尼客造型(飞越店),15383835209/18931971807,桥西区时光街北杜花园23号9号楼底商（顺达广告隔壁）
遇见美甲美睫,15081817735,裕华区绿洲路与谈固东街交叉口东行20米路北（东方官邸南侧底商，中国电信东侧）
UNIQUE Hair优尼客造型(勒泰店),15031197211/15233117044,桥西区中山路与休门街交叉口如意大厦2126室（近勒泰中心，北国商城）
AM烫染造型美妆(西美花街店),0311-85179868/13393049552,桥西区西美花街公寓1??。802室（不办卡/不推销 横店影城西行100米）
LZ美甲美睫美牙商学院,18032797022/18031106827,新华区中华北大街与赵佗路交口西行100米路北三楼
MCC美甲美睫,15532109712/15532109712,桥西区中山东路华锦商务大厦18楼09a室
乙文减肥,13582009856,藁城区红缨连锁天鹤幼儿园（工业东路）
遇见twins美甲美睫纹绣皮肤管理,19931120355,长安区中山东路11号乐汇城a座2单元1618
绿色口红美容美发,0311-82120205/15210813143,裕华区富强大街东岗路交叉口（中国移动）
丽人美发(佳美店),0311-88357845,藁城区良村开发区开发大街康星家园B5
纳米养生汗蒸(西美花街店),17731179039,桥西区红旗大街611号（西美花街一号楼2单元603室）
蓝卡美发机构,0311-86990866,桥西区中山路北国商场北人字街
妹家MEGA(北国商城店),17731117924,桥西区石家庄中山东路北国商城二楼女装区屈臣氏对面（北国东侧旧楼）
玖柒HAIR SALON,17631110719,桥西区新石中路168号
女子美容瘦身养生会所,13785168817,裕华区建华大街与槐中路交口西行50米路南万达B2北区10-3-1102
雅芳亚美容会馆(天蕴店),0311-66186518/17360719607,"桥西区友谊南大街51号天蕴大厦1,2楼（益友百货）"
镜面皮肤管理(友谊店),0311-67798001/13331367663,桥西区槐安路与友谊大街交口南行300米路东（益友百货 新石广场）
水一方美容养生会所,15030111554/15284327708,辛集市朝阳路东时代豪庭南门
祈莲瑜伽,0311-67591700,裕华区开发区中山东路祁连街交口北行300米路西同祥城商铺底商二楼祈莲瑜伽
李磊刺青纹身工作室,18032281104/13021498982,裕华区联邦空中花园负二层西大街09号旁（华北鞋城正门北行50米路东）
KS造型网红沙龙(东胜店),15533915725/18232119991,长安区中山东路东胜广场C座615
标榜烫染护连锁店,0311-85867630/15028164611,新华区红星街26号（红星街与北二环交叉口南行200米路西）
伊靖丽芳经络调理减肥养生连锁(广安大街店),15833903293,长安区中山路与广安大街交叉口西北角海龙电子城旁铂金公馆1103室
风尚style专业美发连锁机构(乐汇城店),18603286377/18631197160,桥西区中山路乐汇城A座10层1013号
伊靖丽芳经络调理减肥养生连锁(廊桥四季店),15833212667,裕华区翟营南大街众美廊桥四季B区4-1-1503（北门左手边）
w?nail美甲美睫私人定制馆,15032856700,长安区中山东路东胜广场C座1713室
玛莎国际专业接发潮牌(万达广场店),15100174569/15133190569,裕华区万达广场1号门旁4号公寓（靠近1号门）
楚楚美甲,0311-87698539/13932158113,新华区中山西路81号品汇广场4楼4B228-1室
LOVE美吧,15233616093,藁城区工业东路046号(信誉楼南门)
UMEET佑蜜皮肤管理中心(万达店),0311-88997379/15633085502,裕华区建华南大街136号（万达3号公寓1811-1814室）
J?PLUS 美甲美睫工作室(新百广场店),15354212611,新华区华强路华强广场B座1311室
艺美美发造型,0311-89684433,桥西区中华南大街与新石北路交叉口西行100米路北
百姿减肥(北城店),13931101962,长安区丰收路北城国际底商A-C1区10号（丰收路沿西街交口北行300米路东（原品源西餐厅）
UNIQUE Hair优尼客造型(秀阁店),18630122043/18631132513,桥西区长青路福青怡苑底商
美奇丝私人定制(益友百货店),15630186485,桥西区裕华西路93号（益友百货中石油加油站对面）
爱美丽美发造型,0311-87880266,新华区新华路264号新华路与泰华街交叉口西50米路南（河北省住房和城乡建设厅对面）
岳灵生发养发(中山路店),15833997216/18931368839,长安区中山东路435-42（中山东路与建华大街交口西行200米路北，翰皇擦鞋店）
Chic西可?美发私享定制,0311-85850244/19943469897,长安区广安大街官鲤公寓1-706室
清雅堂女子美容会所,15630158485/15127109929,裕华区裕华路与珠峰大街交叉口心海假日小区7号楼4单元102室（金色蓓蕾幼儿园后门）
美杜莎美学中心,18600753087/19933151116,桥西区华润万象城C座2001（万象城北二门；黎明街万象城停车场入口；）
韩社彩妆美甲美睫培训中心,0311-81552977/18131160199,裕华区建华大街万达广场万达百货2楼
59纯美美容(勒泰店),0311-89878518,长安区中山东路勒泰中心A座1202室
魅绣刺青 纹眉，美睫，美甲(西美花街店),13739703987/15633689230,桥西区西美花街生活工场3号门二楼nc16-17号（儿童城南边美甲区）
你好?闺蜜美甲美睫,18332193593/17631127325,辛集市新视界影院北行20米路东ViVi二楼
亲亲发美(新百广场店),13111519942,新华区民族路100号华强中心南门正对面（诺华庭酒店公寓）
指尚芭蕾美甲美睫(品汇店),18032156965,新华区中山西路品汇广场4楼
香萱堂美容汗蒸养生会所(北郡店),0311-85851258/15230807204,新华区中华大街与赵陵路交口西行200米赵二街花苑7号楼1单元302室
苗方清颜专业祛痘连锁机构(新华店),17733826828,新华区新华路与水源街交口北行20米路西
娇诗尼亚经络减肥瘦身塑形(北国益友店),18633076126,桥西区槐安路西里街北行翰林观天下二期东门19号楼20层2003（汇华广场）
绚诺soho(广安大街店),15200030779,长安区中山路和广安大街交口西北角海龙电子城11楼（铂金公馆）
和睦佳维养美容中心,13230151728,长安区跃进路谈固东街（东胜广场、金谈固、紫馨苑、瑞城、瑞府）
摩卡美甲工作室,15130050301,长安区广安大街中心线商业街D区102-1
四月儿美睫美甲,13582111537,桥西区红旗大街与汇丰路交口西美花街1号公寓901
M.S形象工作室,13903212953,桥西区汇丰路西美花街1号公寓1103（北国超市）
美生堂(想象国际店),0311-86073111,开发区珠峰大街北国超市南10米
痘博士石家庄?全国连锁祛痘机构(广安大街店),400-012-0088,长安区广安大街86号财富大厦裙楼一层1-A16
禾禾家美甲美睫工作室,15132160208,新华区中华北大街与赵陵路交叉口、南行500米、旭日蓝天公寓（碧华园小区）404室（近赵佗公园）
丽人美发(优佳店),0311-67365645,近郊镇宁路与石邑大街交叉口北行150米路西（丽人美发）
木岚美容美甲工作室,18131126512,长安区谈固北大街与北宋路交口瑞城d区四号楼二单元601
OBN东方丽人美甲(东胜店),18730190285/13739747779,长安区中山东路东胜广场C座1608
Vina Skin Care Center(先天下店),0311-89892269/13785116155,长安区育才街58号开元先天下（近北国先天下）
千姿丽人痘斑疤美容养生馆,18633817851,裕华区建设大街南二环河北师大西门晨辉地下商街43号
赫本形象设计(宏基商城店),0311-88876583/15075169813,新华区联盟路与泰华街交口东行100米路南宏基商城西侧底商
UNIQUE Hair优尼客造型(川美店),13603391522/13930130991,裕华区谈固大街与塔北路交口东行200米国仕山底商（希望绿洲公园对面）
何勇发型(北国店),0311-86976665,桥西区中山东路166号如意商务大厦1层
意念造型(勒泰中心店),13033733523/18856474641,长安区中山东路勒泰中心c座2308室
11?am Hair Salon,15822722143/17717112800,桥西区桥西区红旗大街西美花街1公寓2504
凭海听风瑜伽,15027721866,长安区体育大街与谈南路交口睿和中心13层（近美丽华酒店，裕彤体育馆）
娇诗尼亚减肥瘦身经络理疗(大马庄园店),15097480376,裕华区东岗路与雅清街交叉口北行300米大马庄园西门14号楼403室
极客发艺,15830161585/15231162885,桥西区东平路3号
美奇丝私人定制(乐汇城店),15373644333,长安区红星街赵佗路口中基禧悦府666室
非凡造型(私人工作室),15933311665,长安区建华北大街跃进路交叉口西侧南门冀兴尊园10号103非凡造型
伊靖丽芳经络调理减肥养生连锁(乐汇城店),15030141527/17798192252,长安区中山路与大经街交叉口东北角乐汇城A座1508（肯德基楼上）
翡密造型,13933861555,长安区中山东路东胜广场地上停车场内（收费口直行100米）
HairCode 芭曲发型(华润万象城旗舰店),0311-87769777,桥西区中山路与中华大街交口华润万象城商场6楼L624
IU nail美甲美睫,18731161215,长安区中山路与休门街交口勒泰对过如意大厦1215室
炫甲美阁,13722785440,新华区民族路华强广场B1705
爱薇皮肤管理中心,18132031173,近郊永红路89号安联青年城
爱甲小镇美甲美睫,13463980045,开发区珠峰大街和闽江道交叉口西行300米路北
蕾特恩专业祛痘(空中花园店),0311-68037793,裕华区翟营南大街联邦空中花园北国超市旁边
娇诗尼亚减肥瘦身经络理疗(珠峰水榭花都店),13731126794,开发区闽江道珠峰国际花园35楼1单701
施华蔻美发连锁(平山店),18782449518,平山县中心城区建材街16号
娇诗尼亚经络理疗减肥中心(西王店),17743881017/15230834952,桥西区中山西路悦享天地A座1317室（西王公交站）
米澜风尚形象会馆,13933150533/13582038512,桥西区长兴街职业技术学院校外操场对面（南郭小区）
石家庄磐悦瑜伽馆,0311-88891129/18032815516,裕华区建华大街方文璐东行50米路北（众美凤凰城）
克丽缇娜(林荫大院店),0311-86930205,新华区和平路与泰华街交口北行300米路西林荫大院底商（新兴药房）
精剪造型(育才街店),13231119628/13231162971,长安区裕华路与育才街交口北行200米路西
方絮治愈系美肤颜究所,17798117189/18031827079,开发区闽江道与珠峰大街交口东100米路南（想象国际南区5-111底商）
三秋兮皮肤管理全国连锁(万达店),18033772899,裕华区建华南大街万达广场4号公寓1201室
甲睫毛小姐美甲美睫美妆工作室,13785170989,桥西区汇丰路西美花街2号公寓10楼1001室
媛来美容美体形象生活馆,18931994327,长安区中山路东胜广场C座719室
巅峰秀美,0311-83866661,桥西区工农路金正缔景城底商
爱小小美甲,17731145503,裕华区万达中心广场重庆秦妈火锅东行50米路南
臻美皮肤健康管理,18503213588/13582115518,裕华区槐安东路西美第五大道5号楼二单元205
薇歌诗汗蒸美容养生馆(留村新西区店),13932179203,裕华区天山大街与淮河道交叉口东行300米路南留村西区18栋二单元101
爱尚造型(长青路店),15531155855,桥西区长青路与西里街交口旁
动感形象,13623218907,桥西区中山路与西里街交口南行200米路西
可诺丹婷美颜美体(铂金店),0311-89895227,长安区广安大街铂金公馆18楼1801室
春天发艺,0311-69030102/13653388960,长安区谈固西街嘉禾城底商109号（北宋路口）
瀚霖造型,0311-86332469,正定县恒山西路电视台对过
超艺纹身(桥西维明大街店),15031195678,桥西区维明大街与新石中路交叉口北行100米路东
十九匠?美空间(0051长安区店),18131105046,长安区中山东路北国优客城市奥莱东尚东塔1603室
MG魔术造型,0311-89189921/18034110830,裕华区谈固东街大马庄园东门南行50米路西
缤秀美甲美睫半永久,15373810892/15373819563,长安区中山路与大经街交口乐汇城A座10楼1007室（近北国）
七色黛佳科技美学馆,14730658555,裕华区槐中路万达B2南区尖岭3号楼1单元202室
世纪发秀,0311-85919789,长安区中山东路293号
YOUNG漾皮肤管理中心,0311-85170779/15932218828,桥西区中山西路华润万象城D座2919
艾丝美业形象设计店,13521123825/18310405585,裕华区东岗路天海誉天下小区A-18号商铺（嘉凯体育对面）
瘦美专业女子减肥中心,13473987268,藁城区东城北街利惠达超市北20米路东（红楼酒店斜对面）
蕾特恩专业祛痘(学府店),0311-66665181,新华区学府支路116河北经贸大学南门斜对面
玲玲造型,18712983870,正定县燕赵南大街学西胡同6号
苗方清颜专业祛痘连锁机构(正定燕赵南大街店),0311-88025252/15232130199,正定县正定镇燕赵南大街一州医院南行150米
美生堂(东尚分院),0311-86991136/83026633,长安区中山东路275号（近中山美容分院）
愫说美甲店(万达店),18131160084,裕华区兴苑街与槐安路交叉口西70米路北
娇诗尼亚经络理疗美容瘦身(西美花城店),15931097248/13068763350,桥西区红旗大街西美花城4号楼B座104室
嘟拍美甲美睫纹绣工作室,18631182638/17731415740,新华区民族路华强公寓E座2907
艺人汇美HAIR?SALON(汇丰大厦店),0311-80772782,桥西区红旗大街与汇丰路交口西行200米路北
莎蔓莉莎美容会所(育才街店),0311-86062223,长安区蓝地怡园3号楼
东城美甲美睫半永久沙龙(橙子美甲店),13630823315/13633313065,新华区中山西路96号天元名品3楼d78号橙子美甲
娜姿养生会所,13785175216,辛集市教育路奥林盛园东门南
娇诗尼亚减肥瘦身经络理疗(北郡店),13126119227,新华区中华北大街赵陵北路西行200米赵二街花苑4-1-2201
博艺 Li?殿美发沙龙,13223488321,桥西区汇丰路与汇宁街交口南行200米路东
云朵美甲美睫私人订制,17333985195/18733187680,长安区休门街与北人字街交叉口西行30米路北滨江商务大厦B座917室（勒泰中心对面）
AR造型(万象城店),18632664251/17692185928,桥西区中华南大街万象城C座2924室
YueJi?悦己日式美睫工作室(万达店),0311-83958853,裕华区槐岭路万达广场B2南区1-1-304
MY美甲美睫meet you(新百广场华强店),15932685701/15632108163,新华区民族路华强广场B座1308室
计艺形象设计发舍,15227822866/17367729071,长安区丰华路新浩城北区底商2号商铺
爱莎尔美容(中山东路店),0311-89945663/15373037060,长安区中山东路北国商城东尚西塔703室
唯美国际美容养生会所,18633478231,桥西区益友购物中心新楼乐活大厦A座0911室（裕华西路与友谊南大街交口）
沧海刺青(万达广场店),18131129966,裕华区建华南大街136号万达广场室外步行街1层
叶红名妆,18931104321,桥西区红旗大街高教集贸市场D区9号
江南富帝皮肤管理中心,0311-83118019,开发区闽江道路北想象国际底商
手艺人美甲造型护理中心(万象城店),13191875856/17631158320,桥西区中山西路与黎明街交叉口万象城D座1527号
〖甲?戏〗,13483689124/17736061550,桥西区乐汇城A座2单元1222室
美丽人生养生馆,15931152558/18032032519,桥西区红旗大街汇丰路交叉口西美花街3号楼一单元102室（北国超市）
紫煜美容养生会所,13333373750/13180066820,桥西区裕华西路与友谊大街交叉口百度空间大厦1021室
弦子坊美发美甲美睫,18633030352/17733838585,桥西区南小街与永安街交口西行50米
科痘连锁机构(万达店),0311-83076982/18603113347,裕华区槐中路与万达步行街交口南行100米
遇见SKIN&SPA,17338207695,桥西区中山东路滨江商务大厦B座1906室（休门街与北人字街交口西行50米近勒泰中心）
康福临美甲美睫养生会所,18032060150,藁城区廉北路利惠达超市西城店正门旁
悠兰国际皮肤管理(金马路总店),18033886881,裕华区金马路建投十号立德小学东行20米
Krystal水晶美甲美睫美肤沙龙(勒泰中心店),13503116200,长安区石家庄勒泰C座写字楼3006室
伊靖丽芳经络调理减肥养生(藏龙福地店),18832123384/15033112822,裕华区谈固南大街金马路藏龙福地北门临街楼17-1-1702（靠近北门）
厚朴瑜伽静修(万达店),0311-67596565,裕华区槐安路和建华大街交口万达洲际酒店3楼（近万达洲际酒店）
美奇丝私人定制(万达广场店),17334332501,裕华区建华南大街与槐岭路交口万达广场3号公寓2501室
