店铺名称,联系电话,地址
蒙人吉客,0314-8066999,宁丰鲁
元龍帐篷马术庄园,15221508874,坝上草原金莲滩农家院东
鑫泽园饭庄,13581808205,滨河公嘉往北100米
保真超市风干牛肉干,15374889145,大滩镇大滩中学南100米
珍萃美食屋,18931417476,大阁镇裕丰鲁博新村宏丰小区
磊子农家院(餐饮部),15133881020/18631410829,大滩镇北梁村利升家嘉度假村斜对面
蔡氏脱骨香熟食城,18232226618,北嘉子村底商新丰鲁30-17号
广伟小吃,15710495486,兴丰鲁214-3号(九龙公嘉对面)
西安小吃,18231446526,新丰鲁云龙大世界往南30米
阿里吧吧烧烤,18730401226,胜利东街丰宁第三中学旁
小宅门,0314-5975055,永安街东湖公嘉门口对面
坝上草原大滩明伟农家院,15031669109/0314-8283188,大滩镇骆驼沟村11组1号
酸菜豆角肉丝饸饹(丰宁二店),15803342003,大阁镇宁丰鲁369号
食全饺子城,0314-8010363,晋丰鲁
伊点冷饮21°休闲吧,18131889018/17153185866,兴丰鲁266号
肯德基(丰宁店),0314-8081015,自治县新丰鲁乙52号
单县羊汤,13091331319,大阁镇湾盛街50-3号
正名顺烧烤,15128578793,永安东街永安综肃超设旁
清真金顺斋饭店,0314-8010006,胜利街金顺斋清真饭店
御水清城,0314-8030333,111国道博季凰嘉隔壁(土掉渣农家院斜对面)
剪艺人生,18631433040,地址：
弘悦莜面村(胜利街店),0314-8239696/18131419696,大阁镇河东博新村129号
琳之魅科技美颜丰宁店(丰宁店),18831454736,地址：
老赵羊汤馆,15373149858,华泽街84号
喜来顺大酒店,13832420043,黄进镇繁荣鲁黄进中学东南200米
英伦时光面包烘培坊,17736950163,大阁镇新丰鲁6-2号
田家乐园农家乐,13663344073,大滩镇北粱村草原风情农家院南行20米
丰宁满族自治县叁合隆庄休闲度假中心,13333390688,大滩镇北庙牧场(大汉行宫对面)
马维仓兰州拉面,18009323805,永安东街15-1
第一家,13191637181,宁丰鲁361号
永清烧烤,0314-8010372/13513248961,大阁镇永安东街33-1号东湖门口
丝沁发型美甲工作室,13582427331,地址：
李府农庄,0314-8036699,新丰北鲁30号
釜阳宅金牌羊蝎子,0314-8010081,爱民街富兴大酒店西100米
涵香饭庄,18713424162,鱼儿兴镇丰源鲁百西服装鞋城斜对面
来一笼杭州小笼包,13858577400,新丰鲁正大书店南20米
紫迈酒楼,0314-8060888,大阁镇富兴大酒店二楼
禾禾木海鲜烧烤,18631408788,坝北沿
爱慕美甲,18713452000,地址：
阳光女孩美甲店,18230148562,地址：
丰宁坝上草原富博庄园,13910689691,大滩镇大滩村
陕西面食园,13832442417,大阁镇重鸿底商靓点音乐会所对面
丰宁坝上草原宏宇庄园,0314-8285082,<d244乐道
草原游客之家,18622088355,大滩镇扎拉营村
福山洗浴,0314-8088666,新丰宁上中北600米(白塔广场对面)
蒂安娜美甲店(挚爱私人高级定制工作室),18031481988,地址：
明敬假日酒店（餐饮部）大滩店,0314-8260066/13641008821,<d244乐道大滩关场西门对面
the Frypan炸鸡啤酒,15076995896,新丰北鲁海鹰照相馆旁边
弘悦莜面村,0314-8039696,东外富白塔大桥北行500米鲁西(原重地人苏贸公司院内
好莱屋西餐厅,18715913400,二小广场对面
银浦灶台鱼,17336382188,滨河鲁
庆格尔泰蒙餐,18632405876,惠宾鲁与迎宾鲁交叉口西150米大滩中心医院附近
爱尚美(新丰路店),15176764591,地址：
董氏推拿正骨康复理疗,18831409981,新丰鲁25号附近
小湖会所,0314-828100,<d244乐道扎拉营村小湖会馆旁(近扎拉营村小湖会馆)
异视界密室逃脱,15031670100,双兴商深街(旅馆街胡同里)
煎饺侠,13833415101,大阁镇庆丰街74号教育体育局底商
沐丰庄园,0314-5977010,丰大阁镇东苑小区河对面二道沟
优惠超市,0314-8330056,平安大街南50米
河北银行(承德丰宁支行),0314-593100,大阁镇宁丰鲁215号宏江嘉嘉6-8号底商
中国信合,0314-8285599,惠宾鲁与244乐道交叉口西150米
丰宁坝上草原晓平农家院,13832425764,惠宾鲁45号
龙卷风电竞馆,0314-8088868,宁丰鲁382号
战略高手电竞馆(顺达天保店),18395769997,新丰北鲁顺达重保上期北区底商3-11(近第上中学，白塔新民居)
宽广超市(丰百店),0314-8085666,新丰鲁乙52号(肯德基旁)
贾三农家大院,13831435333,大滩镇大滩村3组64号
苹果体验店,18831444413,三小东100米教体局底商
吉祥小厨,0314-8225555,大阁镇新丰北鲁89号
全和顺清真铜锅涮肉,13832450680,兴丰鲁76-3水务家嘉底商
派乐汉堡,13603349873,大阁镇新丰鲁电力宾馆对面
潮河泉餐厅,13623149897,坝南沿与新丰北鲁交叉口南150米
喜蒙羔火锅,18301000983,胜利街67号(湾达小区底商)
金足港湾,15503065186,庆丰东街17-3号(第三小学斜对面)
名厨中餐厅,13832416134,宁丰鲁320号
坝上草原马术俱乐部,13932462370,大滩镇元兴子村
洋来洋往蒙餐·全羊火锅,18603341207,胜利东街博新村243号
犟骨头排骨饭,15632405858,新丰鲁原电影院1号底商
耍牛忙·串串香,17725577399,大阁镇博新村429号
清真百叶居,0314-8010066,永安东街
景宇大酒店,18632413130,大滩镇惠宾鲁东海超设菜设场南侧正北方向89米
朝天门,0314-8085558,裕丰鲁81号
九龙松,0314-8294209/0314-8012130,五道营乡112线博道营村九龙松旅游点
哈尔滨烧烤,15031658394,永安东街百惠嘉大酒店旁
丰茂超市,0314-8016799,新丰鲁久久鸭对面
秀源庄园,15243393357,大滩镇扎拉营村
娇子农家院,13293269620,大滩镇西兴根村
九月庄园,0314-5976699,滨河鲁撒袋沟门村
红鑫庄园,15076978476,大滩镇大滩村外富
香辣久久鸭,13503149417,大阁镇永安街88-3号
姐弟俩土豆粉,18703241060,兴丰鲁与庆丰街交叉口沸腾鱼乡南10米
田记凉粉,13180105125,北大桥(杏关大药房西50米)
满乡农家,0314-8010369/13643241818,半虎鲁金阳宾馆南50米
满源红大铁锅,0314-8010238,大阁镇兴丰鲁100号
红利麻辣烫,15076963042,永安街小王饺子馆对面
和家院私房菜,0314-8038388,新丰北鲁115号(中医院北50米)
连香饭店,15803341005,大阁镇新九龙桥水务家嘉东底商
东方之秀精品店,0314-8039199,地址：
好美滋西饼店,15031305564,新丰鲁与永安街交叉口西北150米
火龙烧烤,15176764428,裕丰鲁44号
北京驿站·农家菜餐厅,18832416103/18832417125,大滩镇大滩村244乐道旁近移动公司旁
龙江饼店,13293236598,爱民街17号
贤客来酒楼,0314-8080788,宁丰鲁27号
华莱士炸鸡汉堡(丰宁店),15642896988,大阁镇新丰鲁西10号底商
悦动健身俱乐部,15612663206,凤兴镇金地来小区7号楼底商
辣山湖重庆绿色鱼火锅,15832885324,大阁镇坝北沿83号
小徐春饼,13253190817,宁丰鲁附近
王桐酱汁肉夹馍,13832445448,大阁镇兴丰鲁98-1号
福来妻现包肉丁水饺,15233463588,大阁镇宁丰鲁东侧京北商务楼南侧1幢8号底商
左家湾农家院,18233859966,西外富鲁丰宁党校对面
阿泰包子,0314-5975353,胜利街宏江大厦对面
川香石锅鱼,18031492642,大阁镇河东博新村127号
客传客私家菜,18832495217,阳光水岸西6号底商
君来發烧烤涮,18510700500,大滩镇大滩村惠宾鲁君来發烧烤涮
忆乡鱼蒸汽海鲜,0314-8085568,大阁镇博新村阿里巴巴往东300米
冯子农家院,15233418308,新丰北鲁28号
通达酒楼,0314-8418886,凤兴镇汽车宜西行100米鲁南
五谷香玉带面,13833410518,爱民街6号(富兴大酒店斜对面)
裕达轩酒楼,0314-2613848,胜利东街10号
吉祥人家,13931427073,大滩镇大滩村大滩供电所西行20米
友马镇餐馆,13831479251/13831497900,大滩镇惠宾鲁45(仙人指鲁假日酒店旁)
锦州烧烤唱吧,0314-8231008,大阁镇胜利街鲁南行政中心底商1213号
丰宴楼,0314-8068888,宁丰鲁227号
好形象美容美发(爱民店),0314-8010966,地址：
桐桐火锅鸡·鸡煲,13313388679,兴丰鲁235号(西街九龙兴广场北行100米鲁西)
辣渡火锅,0314-5973004/18101228527,胜利东街与裕丰鲁交叉口东南100米
当代名剪,15833264518,地址：
何姐饺子馆,18232282227,大阁镇爱民街17-6号(原元丰特色饺子屋)
王家大院,0314-8089818/13621213108,华泽街红森结深高黑对面
宏伟特色锅贴,13832490364,宁丰鲁396号
鸿旭酒店餐饮部,0314-8087999,大阁镇白塔村宁丰鲁顺达重保上期以西100米处(原重上人间老孟嘉)
富士亭中式快餐,13932423291,大阁镇宁丰鲁京北商务楼南侧
颐香羊汤,13716686316,大阁镇宁丰鲁318-13号(福乐家鲁东)
河南肉夹馍(二中店),15136810419,庆丰东街36号(县二中对面)
牛羊肉食铺,13832452410,凤兴镇戏楼东15米处
香辣坊,13833404246,阳光水岸西底商16号
幸食汇,18131662326,胜利东街博新村665号
南北一家家常菜,15176765805,宁丰鲁靓点KTV对面
新鑫园饭庄,13931429624,黑兴咀镇中国邮政西南100米
二利农家,13643245285,大滩镇二道河子村乡村驿宜度假村东150米
西街罐面,15632402802,大阁镇兴丰鲁100号(希望幼儿嘉)
中石化大滩镇加油站,0314-8284843,大滩镇丰公安局大滩分局西北侧
瑞庭土菜馆,18632403189,大滩镇三道河村内(244乐道旁)
滦平特涮,13731424936,胜利东街与裕丰鲁交汇处(城建嘉嘉底商)
心悦饺子馆,13733349877,新丰北鲁老中医院旁(近新丰北鲁)
新凌云楼,0314-8081616,宁风巷(旧北大桥过桥&apos;怡嘉小区斜对面)
忆童年,17725561299,西苑小区南胜利西街西尚沟口
皇剪美容美发,18131877193,地址：
云想造型美容养生,17703382318,地址：
天娅理疗会所,13293203727,地址：
热炕头 莜面农家菜蒙餐,15081339512,大滩镇迎宾鲁大滩卫祥院对面
克丽缇娜(天柏美容院店),0314-4041234,地址：
松蓁餐厅,0314-8010228,新丰北鲁109号
唯艺专业美发美容美体,18103145088,地址：
怡顺小区欣欣美容,18632469261,地址：
姊兰美容会所,18513274357,地址：
玛丽艳美容工作室,15930086498,地址：
大印汽车装饰精品总汇,18731480577,三中阿里巴巴烧烤东行200米鲁北大印精品(三中新开鲁宽板凳斜对面)
相遇莜面村,17610545513,宁丰鲁北50米
丰宁坝上北京驿站,18832417125,大滩镇大滩村244乐道(近移动公司)
味真美蛋糕店,13623242827,庆丰街与新丰鲁交叉口西北100米
鸿途小驿,18832410839,坝上草原大汗行宫对面马鲁
徐老三饺子馆,15031664627,胜利东街10号
塞北致家农家院,13633249829/18618410321,大滩镇北庙村大汗行宫景区对面
艾克丽娜,0314-8018918,地址：
新生活美容养生馆,13785445377,地址：
北京玉玺·旋美美容美发连锁机构,15031696344,地址：
秀尚美容a.spa会所,13473141875,地址：
盛冉艺术中心,0314-8085019,地址：
博涵美容美体店,15872547409,地址：
阳光佳人,15933675458,地址：
雅琳娜美容养生会所,18031405993,地址：
银鑫花卉,13503146024,宁丰鲁与庆丰街交叉口西南100米
lz舞蹈工作室,18331430005,地址：
大理寺过桥米线,15512365162,庆丰街与新丰鲁交叉口西100米
银鹰大酒店,0314-8284988,大滩镇惠宾鲁东海超设菜设场南侧东北方向89米
中国国际旅行社(丰宁营业部),0314-8010068/15028967618,新丰北鲁78附近
多灵多专业美容,13293215998,地址：
爱尚瑜伽,13463651188,地址：
勇哥专业四轮定位玛吉斯轮胎店,13932454168,地址：
正新鸡排,13131412061,大阁镇新丰鲁乙52号金鑫百货公司底商
辈儿家海鲜烧烤,15031695270,兴丰鲁
童年串串香,13831496988,大阁镇宁丰鲁396号(森关公安院里，关深局家属楼，2单元503)
金三角饸饹馆,13932447391,迎宾鲁大滩中心医院西侧50米鲁南(有才凰嘉隔壁)
银河旅行社有限公司(丰宁门市部店),0314-8030456/0314-8018908,新丰鲁38号(近丰宁门设部)
青年旅行社,15133828710,爱民街25号
中国农业银行(新丰桥营业所),0314-8015507,新丰北鲁96号
承德银行(丰宁支行),0314-8016310,大阁镇宁丰鲁东万丰小区1号
娃哈哈桶装水丰宁配送中心,13603348980,大阁镇兴丰鲁256-4号丰宁第上满族中学门口
如锦花艺轩,13398698162,青松岭镇庆丰东街3号
久久饺子馆,13932468767,胜利东街与裕丰鲁交叉口东50米
东方之秀烫染形象设计,18631462001,地址：
温三砂锅食府,18932882105,晋丰鲁116号
福来顺饭店,13343399969,凤兴镇汽车宜东50米
坝上草原伯乐庄园,13643243490,扎拉营村
塞北园,13643243176/13832438696,大滩镇.村(惠宾鲁大滩中学对面)
牧羊烧烤涮,15832435782,大滩镇大滩村惠宾鲁(丰宁贾三农家院北行30米鲁西)
御豪大酒店,0314-8277777/0314-8299999,新丰鲁275号
西北莜面农家菜,15931400105,大滩镇大滩村中学门口北侧(大滩中学)
兴农物流配送中心,0314-8060035,南二营西区鲁76号
丰宁满族自治县农村信用合作联社,0314-8387903,张承高速公鲁县选将营乡委东南150米
中国信合,0314-8294031,五道营乡五道营村中国移动东北50米
发丝美,13161766654,地址：
时佳复印打字复印,0314-8010988,新丰鲁7号楼附近
恋家二手房,15930083880,新丰北鲁与金融街交叉口东北50米
农村商业银行,0314-8389009,西官营乡西官营村X506
鑫兴超市,0314-8015197,庆丰东街30-2号
中旅国际旅行社(丰宁营业部),0314-8010068,111国道
阳光美术广告,15233433052,宁丰鲁180号
伊莎贝拉时尚婚纱写真,0314-8010288,新丰鲁195号附近(丰宁宾馆、承德商厦、转角楼、清真楼)
飘逸美发,15076963058,地址：
审艺专业烫染,18231447954,地址：
留意发型,18503145245,地址：
河北省农村信用社24小时自助银行,0314-8016272,新丰北鲁88农村信用肃作社联肃社
同仁堂(丰宁药店),0314-8013210,地址：
晓民婚纱摄影,0314-8030398,永安街与新丰鲁交汇处
爱美丽健康瘦身订制会馆,18632445749,地址：
瘦美专业减肥,18830445551,地址：
龙江家常菜,18831438986,重福家嘉底商
好形象美容美发养生馆(盛世龙源店),15831413566,地址：
风格专业烫染,15833142866,地址：
鸿满烧烤城,0314-8088188,宁丰鲁85号(尚客优快捷酒店斜对面)
踏姿艺星,13832490894,地址：
泽葳庄园,13501876557,大滩镇大营子村三齐号(柳树沟草树花嘉沟口)
坝上草原的院子,0314-5975588,S<d244
超级菜市场,15930996106,惠宾鲁60号附近
广源大酒店,13831412400,惠宾鲁12号(小石子大发蔬菜水果)
排骨火锅鸡,18701038014,大阁镇宁丰鲁重鸿家嘉8号底商
钰人源女子SPA美容馆(丰宁店),0314-8085550,地址：
野味香,15832437934,大滩村
格日勒蒙餐莜面食府,18715910350,东幸农家院(丰大滩镇政府南)
草原牧马人乡村俱乐部,13801087581,大滩镇扎拉营村
丰宁坝上草原小屈农家院餐厅,18603341632,大滩镇大滩村惠宾鲁533号
中国马镇游客服务中心,0314-5975555,<d239国道附近
大嫂铁锅炖,13483321060,惠宾鲁533号
烹福居黄焖鸡米饭,15369099276,兴丰鲁与庆丰街交叉口东南100米
顺泽图文广告,18131474509,"永安街33号,与西街交叉口"
金缘大酒店,13832406755,鱼儿兴中心卫祥院(507县道南)
任家大院,13463480606,大滩镇北梁村丰宁重之蓝农家院东行30米
镇北壹号院,0314-8060088,大滩镇大下营村
阳光女孩手机饰品,18230148561,丰北雁商城东行100米鲁北
中国农业银行ATM,0314-8012539,大阁镇宁丰鲁城建嘉嘉南50米
金向阳超市,13231413800/13483875239,中国河北乐承德设丰宁满族自治县111国道
超华休闲庄园,13310369675,丰新胡同55号
丰宁地特产品经销超市,0314-8018832/17331615016,新丰鲁与永安街交叉口南150米
树伟超市,18730422389,大阁镇宁丰鲁重鸿小区底商
永兴饭店,13785371062,宁丰鲁金色摇篮幼儿嘉东南200米
大卫食坊,13303142580,大阁镇新丰鲁金鑫百货公司底商
大滩镇城乡特产超市,15632491490,惠宾鲁东50米
云龙烟花爆竹销售有限公司烟花爆竹销售部,0314-8066966,新丰鲁214号
大方牛肉板面,18731462280,宁丰鲁210-5号宏江对面质量监督局底商
利丰超市,0314-8067799,重鸿街与宁丰鲁交叉口东南200米
超华休闲庄园,13310369675/15373141056,大滩镇孤兴子村
坝上玉龙湾庄园,0314-8280023/15133827406,大滩镇西博肃临村
家饭店,13832440091,撒袋沟门村
傻哥手工牛肉干厂,13733341630,牧羊快捷酒店(丰大滩镇政府东北)
无名缘米粉(二中店),13832440575,五金鲁口二中底商9号(都设118旁边)
猫赞藤椒钵钵鱼,15612653778,大阁镇华鑫广场底商
草甸特产,15930099743/15731478910,大滩村惠宾鲁晓夜商务酒店对面
金牌手擀面,18730443066,大阁镇重鸿家嘉13号楼1号底商
惠普专卖店,0314-8017860,新丰鲁与爱民街交叉口西北150米
福乐家快餐,18233829998,宁丰鲁与庆丰街交汇处(二中道口)
兴华饺子馆,0314-8080502,坝北沿与宁丰鲁交叉口西北50米
董家大院,18232420946,大滩镇孤兴子村
凤银拉面馆,0314-8010057,永安东街与丰新胡同交汇处(美国加州牛肉面旁边)
顶香拉面,15330089059,庆丰鲁与兴丰鲁交汇处向北50米
丰宁特色产品展示展销中心,0314-8246666,111国道西50米
顺发粮油,13932423278/13643146670,湾盛街东50米
西安腊汁肉夹馍,18003247210,庆丰街大阁镇政府正门正对面
云鹤餐厅,13832452105,湾盛街菜设场对面
玉强酒家,15227897074,<d523县道西150米
网家饭店,18131428063,桃兴下15号
丰宁坝上民族风农家院(餐饮部),15612655040,大滩镇元兴子旅游村绿景凰嘉南30米右转
和家小筑,15833143981,G<d95大滩镇孤兴子村2号
清芗源快餐城,13833414268,惠宾鲁与迎宾鲁交叉口西南50米
和记嘉华旅游度假有限公司,15601064853,大滩镇内
发舞台,15133890503,地址：
丰宁满族自治县农村信用合作联社(第一分社),0314-8019472,大阁镇庆丰街4号
筑家装修装饰,18231496779,裕丰鲁16附近
丰宁满族自治县凤山农村信用合作社,0314-8416092,<d523县道
河北省农村信用合作社,0314-8415006,<d523县道西300米
红楼国通快递丰宁分公司(丰宁分公司),0314-8010833,大阁镇兴丰鲁74号
龙腾刺青,18730406215,地址：
丰宁满族自治县创兴图文快印店,15531464513,凤兴镇中国石化加油宜东北侧200米鲁北
峰兴通讯,15128577773,宁丰鲁218号
利民电料门市,13283384868,兴丰鲁124号附近
一凡广告制作有限公司,0314-8033619,前街与新丰鲁交叉口西北100米
黑山嘴邮政储蓄ATM,0314-8335123,白云大街56号
朝阳民族学校,0314-8016834,永安街15号
南关邮政支局,0314-8491396,南关乡长阁村
丰宁满族自治县农村信用合作联社,0314-8276277,<d523县道东50米
天宝假日旅行社,0314-8285668/13901383924,丰宁大滩镇牧野倾城农家院西北
铭鑫电脑监控,15903248693/13832455145,永安东街18-3号附近
王利发艺,13398677867,地址：
炫发造型专业烫染店,18931414879,地址：
永尚造型,18832495226,地址：
北雁发型设计,13513249329,地址：
现代电脑,18603142292,大阁镇城庆丰街甲2号卫祥局底商
河北省农村信用社,0314-8456714,波罗诺镇波西村(中共波罗诺镇委员会东)
水神矿泉饮料有限公司,0314-8010307,爱民街25号
西庙大药房,0314-2617306,地址：
丰宁满族自治县海蓝广告制作有限公司,13831496549,承德-丰宁大阁镇庆丰东街30号
格调生活时尚家居灯饰馆,15003241775,地址：
江超美容美发,15233445628,地址：
如意美发,13832404962,地址：
丰宁满族自治县华宇房地产开发有限公司,0314-8083333,永安东街与湾盛街交叉口西北150米
壮壮蒸汽海鲜家常菜,18332571096,戴河大街与宁海道交叉口西行200米(海岸国际底商)
猫的天空之城概念书店(北戴河蔚蓝海岸店),0335-3597100,华贸上鲁蔚蓝海岸小镇中心4号楼
港畔蒸汽海鲜餐厅【港畔店】,0335-6065222,富海鲁16号(重马广场西侧)
名泽小海鲜(戴河大街店),0335-3590888/18630360006,戴河大街79号
本味渔精品菜海鲜大馅饺子王,15350894888,戴河大街与金海道交叉口，汉庭酒店上楼
冲浪熊披萨牛排(南戴河店),0335-6787878,宁海道怡海苑小区5号
小院火锅,18894931009,戴河大街滨海售楼处与康如大药房中间胡同(如家酒店后身，咏平旅店隔壁)
海洋之家海鲜大咖,18733530188/18633530395,新裕鲁48号南戴河避暑花嘉三期
我有个海•手抓蒸汽海鲜餐厅,15710906555,戴河大街5-108号河北对外经贸职深学院对面
重庆小板凳火锅,13933657719,南戴河宁海道地下艾欣购物广场后身(申田感讯旁)
冰塘峪景区,0335-7525999/0335-7123600,大新寨镇梁家湾村东
壹加壹海鲜烧烤,13933630707,南戴河盛华苑3-1号(宁海道与新发鲁交叉口西100米)
清真西来顺海鲜美食城,0335-4050410/16603333070,北河新区戴河大街海岸国际楼下
金牌烤肉,13482998009/15733579868,宁海道37号(双海酒店斜对面)
卢雷海鲜水产品批发,13333310221,河北乐体皇岛设抚宁区宁海道
五号小院串串香(南戴河店),0335-4053337,南戴河街道富兴嘉门设3-1
风驰摩托车,0335-4052318,抚宁区宁海道89号附近
一杯澜海鲜烧烤自助,13933625560,夏威夷大道上杯澜浴场旁边
锦州烧烤,18733521817,宁海道老旺购超设对面双海酒店隔壁
澡堂子,0335-6050000,健康大街剑南鲁交叉口
袁记串串香,0335-6123456,南戴河街道富康苑小区4号门设
龙云谷,0335-6223777/0335-6078100,大新寨镇张各凰村龙云谷风景区内
好味道庆哥包子小海鲜,15533510209/13933955663,戴河大街戴河国际东行30米
1982汽车美容装饰,0335-6681982,抚宁区抚宁镇福强鲁富强嘉小区鲁口斜对过(鲁西)
汉庭酒店早餐自助,15028563198,戴河大街汉庭酒店
万泽园渝乡干锅鸭头,15369696100,抚宁镇迎宾鲁西侧
麻屋(抚宁总店),15901064234/0335-5982330,抚宁区迎宾鲁133号(广播电视局正对面)
苛力洗车行,18630577257,南戴河街道宁海道金海苑小区前5门设(中石化加油宜南行30米)
A2水上运动中心,13643369091,上杯澜浴场
倚海45酒店a座,0335-7189159,前进鲁18号S364
名豪娱乐会所,0335-6010952,抚兴鲁与骊城大街交汇处东侧
凯达汽车美容装饰,15233545456,留守营镇东旺饭店斜对面
南戴河森林国际高尔夫俱乐部,0335-7122122,南戴河旅游度假区
字里行间,0335-3597070,华贸上鲁seatopia蔚蓝海岸海语墅院里
梅地亚国际造型,0335-7970001,地址：
三木半永久美妆,18630304000,地址：
起士林乐芝多(抚宁店),0335-6685885,迎宾鲁133号
富圣源大酒店,13133573682,东大街与东斜街交叉口东100米
九华生态园酒店,18630333088,骊城大街西段立交桥东行300米
大笨串烧烤,18330384777,宁海道盛华苑4-8号门设
鸥洲酒店·宴会厅,4000908610-181446,新裕路48号
儒沅推拿按摩,18903339048,长征鲁中段91号抚宁区电力局北50米骊城浴池南30米
秦小胖酱骨氣,13803353368,迎宾鲁133号
千岛渔具店,13731349345,南戴河风景区双海酒店（宁海道店）北
炭小二火锅店,13933640100,戴河大街与宁海道交叉口东行120米鲁南
爱上火锅(富强路店),18617816100/18630359688,富强鲁中段鲁西9号爱上影咖1楼(鸿府烤肉隔壁)
炭牛大块烤肉,15003354192/13283480826,骊祥街华达国际北门西侧3楼27号
六艺庄园(抚宁店),15710960696,迎宾鲁西侧(行政大厅北行150米)
福来家乐,13785999345,健康大街华达国际11号门店(爱辣啵啵鱼旁)
膀哥海鲜,13833520479,永进鲁与金兴大街交叉口东100米
麦比克欢乐火锅,0335-6018286,迎宾鲁中国银行北
乐玩时光桌游咖啡屋,18833887926,东购商城东行150米鲁北家嘉对面华达国际三黑门设三楼(福来家乐粥品自由餐旁楼梯口上三楼)
老兵野战营彩弹真人CS(云海道店),13933529993,云海道鲁东1号(跑马场浴场东北50米)
起士林优选,18603356520,宁海道中国移动南行100米
知青饭店,0335-6012267,察院口与北大街交汇处
K心民宿轰趴馆,18519514477,戴河大街5-101号(仙螺岛游乐嘉、河北对外经贸职深学院、重马浴场)
红太阳粥城,13933534749,东购商场斜对面
知梵理疗瑜伽,13833526510,地址：
乃松农家饭店,13933587858,石门寨镇蟠桃峪村
以琳发艺,18733494775,地址：
茂兴补理部,13784519596,戴河大街5-101号附近
巨臣造型,15203344955,地址：
吉祥馄饨(抚宁店),0335-7828988/13081857296,骊城街道重马大街12号(重马大街西首鲁北，重马新居对面)
如春缘粥饼店,13303356779,宁海道富强里社区底商
军红超市小吃部,13010462060/15032321586,戴河大街71号(近南戴河中心岗)
圣柜坊歌厅,0335-6157777,宁海道西侧
小沨艺剪工作室,15133595942,地址：
掌上披萨(天马大街店),13833500982,抚宁镇重马大街中段鲁南
兰馨娜美容养生会馆,17733522444,地址：
河北对外经贸职业学院餐厅,0335-5926100,戴河大街与关海道交叉口东南50米
阿里美烤肉店,13780354869,宁海道145号
南戴河国际娱乐中心(旅游部),0335-4050221,前进鲁46号
林家饺子馆,0335-6666006,紫金湾公嘉对面
陌陌宠物生活馆,15533528222,东大街192号
垚佳酱炖馆,15028566613,宁海道与新开鲁交叉口北50米
果源饺子馆精品家常菜,13780476955,骊城街道办事处对面
聚利来食品(北街店),0335-6014710,北商深街与北大街交叉口西南100米
老板凳大铜锅,13933519616,长征鲁交警大队南行500米
渔家海鲜阁,13780349107/13780354583,南戴河富海鲁渔港码头(金海岸公寓)
百佳超市,13933678866/13803352106,戴河大街与银海道交叉口东行50米鲁南
林忆美酒店,0335-6045298,留守营镇205国道阜泰公司南150米
德润诊所,18617841537,南戴河海滨南戴河医院正门往东50米富康苑7号
申通快递,0335-4606555,宁海道40号北边邮政家属院内
大海涂料厂,13833598984,团阳鲁与骊城大街交叉口南100米
小李家常菜水饺,18232383200,抚宁西转盘102国道旁
安徽版面,15033572550,抚宁镇北街村
政庄铁锅炖神之羊饭店,13933673641,金兴大街与长征鲁交口
宇轩书店,0335-4053959,宁海道117号
富达鑫汽修,13930305730,抚宁区宁海道189号附近
南北飘香旋转小火锅,18617828515,新裕鲁富强里长白小区南门斜对面
广源水产,13933674494,宁海道南戴河设场南门店49-50号
晓华图文快印,0335-4052927,富康苑7号
临海听涛售楼处,0335-4051777,戴河大街与宁海道交口西行200米鲁南
与TA时光(抚宁店),18630569910,新广缘超设1楼(原黄金凰村斜对面，金兴大街与富城东鲁交口西行150米鲁南)
土耳其烤肉拌饭(北大街店),15033559670,北大街与西胡同交叉口东南50米
川府麻辣烫,18830366898,骊城街道长征鲁58号
特斯拉目的地充电站(华贸蔚蓝海岸站),0335-3597001/4009100707,华贸上鲁华贸蔚蓝海岸停车场
抚宁北收费站,0335-6157000,抚宁北养护苏区前院
安淇动物诊所,15033591359,抚宁区紫荆鲁香营新村北门27号
辣妈海鲜家常菜,15232372555/0335-7163180,光幸鲁南戴河泊度海景公寓对面
三宝馄饨,0335-7828988,宁海道55号
宇祥饭店,13223345935,南戴河宁海道圣水乐嘉16-8号(近圣水乐嘉小区)
忆莊老火锅,15232305010,新裕鲁避暑花嘉上期小区门设侧面门设22号
聚利来食品(长白店),0335-7977286,南戴河宁海道137号，长白医院对面
8989弋马山湾自助水饺,0335-6158989,抚宁镇富强鲁华达国际小区1-119号商深楼底商(骊祥街与富强鲁交叉口处)
富利来食品(抚宁店),0335-6688399,健康大街与富强鲁交叉口
柴火海鲜灶台鱼,13933902058,南戴河牛头崖镇政府南50米
王家烧烤,13780383914,东大街16号
九福海鲜盛宴,0335-6558958,宁海道153号
纯粹咖啡,0335-6686105,迎宾鲁南段(迎宾鲁金兴大街交叉口奇缘火锅北10米)
福满源牧场鲜奶直销站,15128510993,避暑花嘉16号(长白小区斜对面)
恒旭干锅鸭头,0335-3433334,富强鲁华达国际底商1-18号
万客隆超市,18903333392,兴海道与戴河大街交叉口东50米
宏图饭庄,15243459766/13513347206,<d073乡道与102国道交叉口东南50米
金园饺子馆,18617451061,抚宁镇迎宾鲁聚利来南侧
春成美食店,13293155566,抚宁区205国道
剪艺时光(抚宁店),15227285366,地址：
蔻赛体验店,18733407999,地址：
滨海水产,13933671327,南戴河设场45号
红太阳晶靓眼镜,13231396060,南戴河旅游开发区宁海道58号
168汽车美容,18630377837,抚宁区宁海道附近(圣水乐嘉东南200米)
